article,highlights,id
"LOS ANGELES, California (CNN) -- Youssif, the 5-year-old burned Iraqi boy, rounded the corner at Universal Studios when suddenly the little boy hero met his favorite superhero. Youssif has always been a huge Spider-Man fan. Meeting him was ""my favorite thing,"" he said. Spider-Man was right smack dab in front of him, riding a four-wheeler amid a convoy of other superheroes. The legendary climber of buildings and fighter of evil dismounted, walked over to Youssif and introduced himself. Spidey then gave the boy from a far-away land a gentle hug, embracing him in his iconic blue and red tights. He showed Youssif a few tricks, like how to shoot a web from his wrist. Only this time, no web was spun. ""All right Youssif!"" Spider-Man said after the boy mimicked his wrist movement. Other superheroes crowded around to get a closer look. Even the Green Goblin stopped his villainous ways to tell the boy hi. Youssif remained unfazed. He didn't take a liking to Spider-Man's nemesis. Spidey was just too cool. ""It was my favorite thing,"" the boy said later. ""I want to see him again."" He then felt compelled to add: ""I know it's not the real Spider-Man."" This was the day of dreams when the boy's nightmares were, at least temporarily, forgotten. He met SpongeBob, Lassie and a 3-year-old orangutan named Archie. The hairy, brownish-red primate took to the boy, grabbing his hand and holding it. Even when Youssif pulled away, Archie would inch his hand back toward the boy's and then snatch it.  See Youssif enjoy being a boy again » . The boy giggled inside a play area where sponge-like balls shot out of toy guns. It was a far different artillery than what he was used to seeing in central Baghdad, as recently as a week ago. He squealed with delight and raced around the room collecting as many balls as he could. He rode a tram through the back stages at Universal Studios. At one point, the car shook. Fire and smoke filled the air, debris cascaded down and a big rig skidded toward the vehicle. The boy and his family survived the pretend earthquake unscathed. ""Even I was scared,"" the dad said. ""Well, I wasn't,"" Youssif replied. The father and mother grinned from ear to ear throughout the day. Youssif pushed his 14-month-old sister, Ayaa, in a stroller. ""Did you even need to ask us if we were interested in coming here?"" Youssif's father said in amazement. ""Other than my wedding day, this is the happiest day of my life,"" he said. Just a day earlier, the mother and father talked about their journey out of Iraq and to the United States. They also discussed that day nine months ago when masked men grabbed their son outside the family home, doused him in gas and set him on fire. His mother heard her boy screaming from inside. The father sought help for his boy across Baghdad, but no one listened. He remembers his son's two months of hospitalization. The doctors didn't use anesthetics. He could hear his boy's piercing screams from the other side of the hospital.  Watch Youssif meet his doctor and play with his little sister » . The father knew that speaking to CNN would put his family's lives in jeopardy. The possibility of being killed was better than seeing his son suffer, he said. ""Anything for Youssif,"" he said. ""We had to do it."" They described a life of utter chaos in Baghdad. Neighbors had recently given birth to a baby girl. Shortly afterward, the father was kidnapped and killed. Then, there was the time when some girls wore tanktops and jeans. They were snatched off the street by gunmen. The stories can be even more gruesome. The couple said they had heard reports that a young girl was kidnapped and beheaded --and her killers sewed a dog's head on the corpse and delivered it to her family's doorstep. ""These are just some of the stories,"" said Youssif's mother, Zainab. Under Saddam Hussein, there was more security and stability, they said. There was running water and electricity most of the time. But still life was tough under the dictator, like the time when Zainab's uncle disappeared and was never heard from again after he read a ""religious book,"" she said. Sitting in the parking lot of a Target in suburban Los Angeles, Youssif's father watched as husbands and wives, boyfriends and girlfriends, parents and their children, came and went. Some held hands. Others smiled and laughed. ""Iraq finished,"" he said in what few English words he knows. He elaborated in Arabic: His homeland won't be enjoying such freedoms anytime soon. It's just not possible. Too much violence. Too many killings. His two children have only seen war. But this week, the family has seen a much different side of America -- an outpouring of generosity and a peaceful nation at home. ""It's been a dream,"" the father said. He used to do a lot of volunteer work back in Baghdad. ""Maybe that's why I'm being helped now,"" the father said. At Universal Studios, he looked out across the valley below. The sun glistened off treetops and buildings. It was a picturesque sight fit for a Hollywood movie. ""Good America, good America,"" he said in English. E-mail to a friend . CNN's Arwa Damon contributed to this report.","Boy on meeting Spider-Man: ""It was my favorite thing""
Youssif also met SpongeBob, Lassie and an orangutan at Universal Studios .
Dad: ""Other than my wedding day, this is the happiest day of my life""",cac7a712935380d74410a7cba8d406235d51249a
"NEW ALBANY, Indiana (CNN) -- President Bush vetoed a $600 billion spending bill Tuesday, accusing Democratic leaders of wasting money and plotting tax increases, then took his budget fight with Congress on the road. Congress should cut spending ""and send me a responsible measure that I can sign into law,"" President Bush said. ""The majority was elected on a pledge of fiscal responsibility, but so far, it's acting like a teenager with a new credit card,"" he said in a speech in New Albany, Indiana. The bill -- which Bush said was laden with $10 billion in ""pork"" -- would have funded the departments of Labor, Education, and Health and Human Services. It also would have funded projects such as a prison museum, a sailing school and a program to teach Portuguese. ""Congress needs to cut out that pork, reduce the spending and send me a responsible measure that I can sign into law,"" the president said.  Watch a report on the veto » . While polls show Bush's popularity remains at near-record lows, Congress ranks even lower as a whole. The president has taken numerous opportunities to mock the spending habits of the Democratic leadership and force confrontations over the appropriations bills needed to fund the government for the 2008 budget year, which began October 1. The bill Bush vetoed Tuesday includes about $150 billion to run those departments and more than $450 billion in mandatory spending on Medicare and Medicaid, the federal health care programs for the elderly and poor, according to the House Appropriations Committee. The committee's chairman, Rep. David Obey, called Bush's veto ""not responsible and not credible."" ""This is a bipartisan bill supported by over 50 Republicans,"" Obey, D-Wisconsin, said in a statement issued after the veto. ""There has been virtually no criticism of its contents. It is clear the only reason the president vetoed this bill is pure politics."" Bush said Democrats are supporting $22 billion in additional spending beyond his budget proposals this year and $205 billion over five years -- money he said would ultimately be raised by tax increases. ""When the bill for all that spending comes due, Congress is going to turn to the working people, to the small-business owners and the entrepreneurs,"" he said. Tuesday's veto is the fifth cast since Democrats took control of Congress in 2006. Congress has overridden one of those, voting last week to authorize $23 billion in water projects nationwide over the president's objections. Democrats will schedule another override vote this week, an aide to House Majority Leader Steny Hoyer said. But Antonia Ferrier, spokeswoman for House Republican Whip Roy Blunt, said Bush's GOP allies are confident they will be able to sustain the veto. Bush signed a $470 billion Pentagon spending bill that covers the Defense Department's normal operations, but Democrats split $50 billion in spending for the wars in Iraq and Afghanistan off into a ""bridge fund"" to which they plan to attach demands for Bush to withdraw U.S. combat troops. The measure sets up another confrontation with the White House. Bush also demanded Congress reform the alternative minimum tax -- a measure originally aimed at preventing the wealthy from evading taxes, but one that increasingly affects middle-class earners -- without raising additional revenue. He said a plan proposed by Rep. Charles Rangel, the Democratic chairman of the House Ways and Means Committee, to eliminate the tax was unacceptable. ""Preventing a tax increase in one area should not be an excuse for raising taxes in other areas,"" he said. ""Congress should eliminate the tax increases in the bill and send the AMT relief to my desk as soon as possible."" The elimination of the tax would cause an estimated $800 billion to be lost over 10 years. To replace that, Rangel's bill would add a 4 percent surtax on individual incomes over $100,000, after deductions, and close corporate tax loopholes. The bill also would cut rates for many individual and corporate taxpayers. Republicans have already started calling it ""the mother of all tax increases."" ""With all the other pressures on our economy, raising taxes is one of the most unwise things Congress could possibly do,"" Bush said. Bush acknowledged the difficulties Americans face from high fuel prices, a ""challenged"" housing market and ""uncertainty"" in financial markets stemming from the collapse of the subprime mortgage market -- ""but as we have seen in recent years, this economy is resilient, and that's important for the American people to understand."" E-mail to a friend . CNN's Deirdre Walsh contributed to this report.","Bush says most of Congress ""acting like a teenager with a new credit card""
Bill would have funded agencies, but also a prison museum, sailing school .
House panel chairman: Bush's veto ""not responsible and not credible""
Democrats to schedule override vote, but Bush GOP allies confident about veto .",c3acabb0c18cc7615eb3796406500fba1b148d3d
"BAGHDAD, Iraq (CNN) -- Dressed in a Superman shirt, 5-year-old Youssif held his sister's hand Friday, seemingly unaware that millions of people across the world have been touched by his story. Nearby, his parents talked about the new future and hope they have for their boy -- and the potential for recovery from his severe burns. Youssif holds his sister's hand Friday. He's wearing a facial mask often used to help burn victims. It's the best birthday present the Iraqi family could ever have imagined for their boy: Youssif turns 6 next Friday. ""I was so happy I didn't know what to do with myself,"" his mother, Zainab, told CNN, a broad smile across her face. ""I didn't think the reaction would be this big."" His father said he was on the roof of his house when CNN called him with the news about the outpouring of support for his son. ""We just want to thank everyone who has come forward,"" he said. ""We knew there was kindness out there."" Like his wife, he couldn't stop smiling. He talked about how he tried in vain to get help for his son in Baghdad, leaving ""no stone unturned"" on a mission to help his boy. There were many trips to the Ministry of Health. He says he even put in a request to Iraq's parliament for help. The family eventually told CNN their story -- that Youssif was grabbed by masked men outside their home on January 15, doused in gasoline and set on fire. Simply by coming forward, his parents put themselves in incredible danger. No one has been arrested or held accountable in Youssif's case.  Watch CNN's Arwa Damon describe 'truly phenomenal' outpouring » . Shortly after Youssif's story aired Wednesday, the Children's Burn Foundation -- a nonprofit organization based in Sherman Oaks, California, that provides support for burn victims locally, nationally and internationally -- agreed to pay for the transportation for Youssif and his family to come to the United States and to set up a fund for donations. You can make a donation at the foundation's site by clicking here. There's a drop-down menu under the ""general donation"" area that is marked ""Youssif's fund."" The foundation says it will cover all medical costs -- from surgeries for Youssif to housing costs to any social rehabilitation that might be needed for him. Surgeries will be performed by Dr. Peter Grossman, a plastic surgeon with the affiliated Grossman Burn Center who is donating his services for Youssif's cause. Officials are still trying to get the appropriate visas for the family's travels. ""We are prepared to have them come here, set them up in a housing situation, provide support for them and begin treatment,"" said Barbara Friedman, executive director of the Children's Burn Foundation. ""We expect that the treatment will be from between six months to a year with many surgeries."" She added, ""He will be getting the absolute best care that's available."" Youssif's parents said they know it's going to be a lengthy and difficult process and that adjusting to their stay in America may not be easy. But none of that matters -- getting help for their boy is first and foremost. ""I will do anything for Youssif,"" his father said, pulling his son closer to him. ""Our child is everything."" His mother tried to coax Youssif to talk to us on this day. But he didn't want to; his mother says he's shy outside of their home. The biggest obstacle now is getting the visas to leave, and the serious security risks they face every day and hour they remain in Iraq. But this family -- which saw the very worst in humanity on that January day -- has new hope in the world. That is partly due to the tens of thousands of CNN.com users who were so moved by the story and wanted to act. CNN Iraqi staff central to bringing this story together were also overwhelmed with the generosity coming from people outside of their border. In a nation that largely feels abandoned by the rest of the world, it was a refreshing realization. E-mail to a friend . CNN.com senior producer Wayne Drash contributed to this report in Atlanta.","Parents beam with pride, can't stop from smiling from outpouring of support .
Mom: ""I was so happy I didn't know what to do""
Burn center in U.S. has offered to provide treatment for reconstructive surgeries .
Dad says, ""Anything for Youssif""",a1ebb8bb4d370a1fdf28769206d572be60642d70
"(CNN) -- Six of the seven college students killed in a massive house fire Sunday morning in Ocean Isle Beach, North Carolina, attended the University of South Carolina, a university official said Sunday. ""This is a very sad day for the University of South Carolina family,"" Dennis A. Pruitt, the vice president for student affairs, told reporters. The seventh fatality is believed to be a Clemson University student, he said. The six survivors -- who were treated and released from Brunswick Community Hospital -- are also USC students, he said. Pruitt said the bodies were being sent to Chapel Hill, North Carolina, for identification.  Watch home video showing the house in flames » . ""It is difficult to ascertain exactly who was in the house and who was not,"" Pruitt said, explaining that several area houses were filled with college students visiting for the weekend. Newspaper deliveryman Tim Burns was aghast when he first saw the inferno early Sunday morning. He tried to approach the door but the flames were too intense, he told the Associated Press. ""When I was going up to the entryway, you could hear the windows above me explode,"" Burns said. ""When I knew the flames had taken over, I don't think I've ever felt as helpless in my life."" The USC students were affiliated with the Delta Delta Delta sorority and the Sigma Alpha Epsilon fraternity, Pruitt said, although he stressed that the weekend was not an official Greek function. ""It just so happens, as on many university campuses, that certain sororities and certain fraternities hang around together,"" he said. One person described as ""unaccounted for"" was later confirmed dead, Ocean Isle Beach Mayor Debbie Smith told CNN. ""We suffered a terrible tragedy at Ocean Isle this morning,"" Smith said in a news conference. ""Nothing like this has ever happened at Ocean Isle Beach, and we hope it never will again."" She said officials had not yet contacted all the victims' families, and that they were not yet releasing their names. The mayor said one of the 13 people in the house was related to the house's owner. Smith said the house was fully ""engulfed"" in flames around 7 a.m. when the fire department arrived on the scene, about five minutes after the fire department was notified. She said the house had working smoke detectors, AP reported. Officials are investigating the cause of the fire, Smith said. ""We ran down the street to get away,"" Nick Cain told the AP. The University of North Carolina student was staying at a house about 100 feet away. Some of his friends had met several people staying at the house that burned down. ""The ash and the smoke were coming down on us. We were just trying to get away,"" Cain told the AP. Ocean Isle Beach is a popular resort destination along the southern coast of North Carolina. The 7-mile-long island's year-round population is about 425, while the summer season population is about 25,000, according to the town's Web site.  E-mail to a friend .","Six of seven dead in fire were University of South Carolina students .
Official: Six treated at hospital and released were also USC students .
Mayor Debbie Smith said one of 13 at house is related to owner of house .
Victims' names not being released until families are notified .",62827a1a377491d88adcbac25ecf14a64b5f997b
"Reuters is a global information company providing material tailored for professionals in the financial services, media and corporate markets. Its information is trusted and drives decision making across the globe. In October 1851 Paul Julius Reuter, a German-born immigrant, opened an office in the City of London which transmitted stock market quotations between London and Paris via the new Calais-Dover cable. 18 months earlier he had used pigeons to fly stock prices between Aachen and Brussels, a service which operated for a year until the gap in the telegraph link was closed. Reuters, as the agency soon became known, eventually extended its service to other European countries. It also expanded the content to include general and economic news from all around the world. In 1865 Reuters was first in Europe with news of President Lincoln's assassination in the United States. As overland telegraph and undersea cable facilities developed, the business expanded beyond Europe to include the Far East in 1872 and South America in 1874. In 1883 Reuters began to use a ""column printer"" to transmit messages electrically to London newspapers and in 1923 pioneered the use of radio to transmit news internationally. In 1927 it brought in the teleprinter to distribute news to London newspapers. Today Reuters has over 16,900 staff in over 94 countries across the globe, and is the world's largest international multimedia news agency, with 196 bureaux serving approximately 131 countries. In 2006 Reuters filed over two and a half million news items, including 656,500 alerts, from 209 countries around the world, published in 18 languages. Although Reuters is best known as the world's largest international multimedia news agency, more than 90% of its revenue derives from its financial services business. Some 370,000 financial market professionals working in the equities, fixed income, foreign exchange, money, commodities and energy markets around the world use Reuters products. The company supplies news -- text, graphics, video and pictures -- to media organizations across the globe. It also provides news to businesses outside the financial services sector, as well as direct to consumers. E-mail to a friend .","Reuters was founded in 1851 by Julius Reuter, transmitting market quotations .
The company was first in Europe with news of President Lincoln's assassination .
Today Reuters has 196 bureaux serving approximately 131 countries.",ac4ae79796d05506dabe4380c24f7dd423e09965
"(CNN) -- Filmmaker Michael Moore, whose new documentary ""Sicko"" takes on America's health care system, faced off Tuesday with CNN chief medical correspondent and practicing neurosurgeon Dr. Sanjay Gupta. Michael Moore and CNN's Sanjay Gupta argued Tuesday about Gupta's report on Moore's film ""Sicko"" Moore criticized a report Gupta did on CNN Monday on ""Sicko."" ""He said the facts were fudged,"" Moore said, referring to Gupta, on CNN's ""Larry King Live."" ""That's a lie. None of the facts are fudged."" Moore and Gupta shouted and argued over data Gupta used and data Moore used. Moore said his staffers backed up the film's facts to Gupta before the report aired and that Gupta aired it knowing his facts were wrong. Gupta disputed that.  Watch Moore, Gupta make their points » . ""We try and look for some of the best sources we can possibly find,"" he said. ""Michael has a lot of different numbers. ... You're sort of cherry-picking data from different reports."" Both agreed, however, on the basic premise of ""Sicko"": Problems abound in America's health-care system and need to be fixed. ""I thought it was a good movie, and I wanted to say that,"" Gupta said. ""I think it strikes at the irrefutable fact -- it's broken. We get it."" He praised Moore for raising awareness of the issue. However, Gupta said he was concerned that the movie -- which notes that other developed nations such as France and Canada have universal health care --suggests that health care in those countries is free. While patients may not pay for services at the doctor's office, they do pay high taxes to fund such a system, something Gupta said he was concerned that ""Sicko"" audiences might not realize. Moore responded by saying Americans pay more in copays, deductibles and insurance premiums. ""We [America] have a system built on profit,"" the moviemaker said. He asked Gupta if the current system, which requires him to receive approval from an insurance company before performing some procedures, is cumbersome to him. ""It's a shameful system, especially when I'm dealing with some of my patients,"" Gupta said. But he questioned Moore's apparent solution -- putting health care in the hands of the Bush administration, which Moore fiercely criticized in the past, particularly in his film ""Fahrenheit 9/11."" ""The government actually used to do things right,"" Moore said in response. ""The problem is who we put in power."" Moore has adamantly opposed the war in Iraq and said the government should reprioritize -- a position he took many years before skepticism of the war's success abounded in Washington. ""I am sorry we've taken so much time trying to correct [Gupta's] facts here tonight instead of talking about the real issue"" -- the ailing health care system, Moore said. E-mail to a friend .","Moore criticized a report Gupta did on CNN Monday on ""Sicko""
Gupta's report questions some of the movie's numbers and solutions .
Gupta: ""I thought it was a good movie, and I wanted to say that""",554fd99f28ae12472c5d99ef6383bb184744c25a
"(CNN) -- At least 14 people were killed and 60 others wounded Thursday when a bomb ripped through a crowd waiting to see Algeria's president in Batna, east of the capital of Algiers, the Algerie Presse Service reported. A wounded person gets first aid shortly after Thursday's attack in Batna, Algeria. The explosion occurred at 5 p.m. about 20 meters (65 feet) from a mosque in Batna, a town about 450 kilometers (280 miles) east of Algiers, security officials in Batna told the state-run news agency. The bomb went off 15 minutes before the expected arrival of President Abdel-Aziz Bouteflika. It wasn't clear if the bomb was caused by a suicide bomber or if it was planted, the officials said. Later Thursday, Algeria's Interior Minister Noureddine Yazid Zerhouni said ""a suspect person who was among the crowd attempted to go beyond the security cordon,"" but the person escaped ""immediately after the bomb exploded,"" the press service reported. Bouteflika made his visit to Batna as planned, adding a stop at a hospital to visit the wounded before he returned to the capital. There was no immediate claim of responsibility for the bombing. Algeria faces a continuing Islamic insurgency, according to the CIA. In July, 33 people were killed in apparent suicide bombings in Algiers that were claimed by an al Qaeda-affiliated group. Bouteflika said terrorist acts have nothing in common with the noble values of Islam, the press service reported. E-mail to a friend . CNN's Mohammed Tawfeeq contributed to this report.","Bomb victims waiting for presidential visit .
Blast went off 15 minutes before president's arrival .
Algeria faces Islamic insurgency .
Al Qaeda-affiliated group claimed July attacks .",bf0cd4ccacd4fe045995338f4c44d9cf18000226
"(Real Simple) -- Here are five great ways to enjoy your summer. Lazing in a hammock is one of the best ways to spend a summer evening. Best way to cut jeans into shorts  -- What better way to declare the start of summer? The key to cutting off jeans is not to go too short too soon. Slip on the jeans and mark the desired length on one leg with chalk. ""Take them off, fold the leg at the mark, and iron the fold,"" says Caroline Calvin, creative director of Levi's. ""Then cut just under the crease with fabric scissors. Lay the short jean leg on top of the other side and cut to evenly match."" Repeat as needed to get the length you want. Ninety-degree days? Bring 'em on! The best way to catch fireflies --  How? With womanly wiles: ""Fireflies blink to attract a mate,"" explains naturalist Lynn Havsall, director of programs at the George B. Dorr Museum of Natural History, in Bar Harbor, Maine. ""Males fly around while females sit in trees, in shrubs, or on the ground. So find a female and watch her blinking pattern. Then imitate the pattern with a pen flashlight and the males will come to you."" ]A plus: The bugs move slowly, so they're easy to trap in a jar. Punch some holes in the lid and add a little grass and a piece of fruit for moisture. Admire your pretty night-lights till bedtime, then let them go. The best way to run on the beach -- Who needs a treadmill when you have miles of shoreline? Running on the beach can get you into great shape. Take it from lifeguard Benjamin Guss, 25, of Del Mar, California, who recently qualified to compete in this year's Iron Man triathlon (yes, that means swimming 2.4 miles, biking 112 miles, and then running a marathon -- consecutively) in Kailua-Kona, Hawaii. Beware, shoeless Joes. If you choose to run barefoot, keep your workouts brief at first to allow tender soles to build up calluses. ""You can get blisters, even burns, from hot, soft sand,"" says Guss. ""I like to run barefoot, but for more than a couple miles, I wear shoes."" Know your sand. ""In soft sand, one mile is like two,"" says Guss. You may work foot and leg muscles you don't always use, so start slowly. And hard sand can be as tough on your legs as the road, so wear running sneakers. Pick the right time to run. ""My favorite time is in the evening,"" says Guss. ""The wind dies down, and the sand isn't that hot."" To work harder, fill small bags with sand to use as hand weights. The best way to get in and out of a hammock -- Everyone looks good lazing in a hammock  -- it's getting in and out that's tricky. To make it less so, try these tips from Penny Waugh, a buyer for http://www.hammocks.com/. • Position your backside toward the hammock's center and tilt back until you reach a 45-degree angle, with the hammock parallel to your rear. • Gently sit back into the hammock and let it level out. • Swing your legs up and stretch them out. • Lie back. Loll. Sigh contentedly. For a graceful exit, sit upright and swing your legs off, anchoring your feet on the ground. Then push with your behind, gathering momentum to stand. ""It's tricky, since there's nothing to hold on to,"" says Waugh. ""But it's good for the glutes."" The best way to tie espadrilles -- Apply this lace-up logic from Meghan Cleary, author of ""The Perfect Fit: What Your Shoes Say About You."" • Slide your foot fully into the shoe and plant it firmly on the floor. • Cross and tie the laces once behind the ankle, then bring them forward, cross and tie again, and continue up the leg, depending on how long the laces are. The calf is the maximum height -- any higher and you'll look like a gladiator. • Each time you cross and tie, secure the laces slightly tighter than is comfortable, since they will loosen a bit when you walk. Just don't cut off your circulation. • For a streamlined leg, make the final tie in the back. Create a more whimsical look by putting the final tie in front with a small bow. E-mail to a friend . Get a FREE TRIAL issue of Real Simple - CLICK HERE ! Copyright 2007 Time Inc. All rights reserved.","Real Simple tips can add up to great summer .
Best way to catch fireflies starts with easiest to catch .
Tip on how not to look like a gladiator when wearing espadrilles .
There is a graceful way to get in and out of a hammock .",5ba0d22ccba29ac8a3c77da069165d6016f5a214
"PHUKET, Thailand (CNN) -- Relatives of the 89 people killed in Sunday's plane crash in Phuket continued to arrive in the Thai resort town on Tuesday to try to identify their loved ones' remains. A Buddhist monk blesses the wreckage of One-Two-Go airline's MD-82 jet at Phuket airport on Tuesday. Most of those killed were foreign nationals, and about 36 of the bodies still have yet to be identified, according to Thailand's state-run Thai News Agency (TNA). All of the unidentified victims were foreign nationals, it reported. The U.S. Embassy in Bangkok said that five Americans were among those killed when the One-Two-Go jet crashed in bad weather as it landed at Phuket's airport on Sunday. U.S. officials had previously confirmed that four Americans died in the crash, and one survived. Eight British nationals are believed to have died, according to Foreign Secretary David Miliband. He said three were still in hospital, with one in a critical condition. Thailand's Public Health Minister Mongkol Na Songkhla said that of the 41 survivors who remain hospitalized, 38 were in stable condition and three in critical condition, according to TNA. Flight 269 was carrying 123 passengers and seven crew members when it left Bangkok for Phuket on Sunday afternoon. Nationalities of the survivors include British, American, Swedish, Iranian, Austrian, Australian, Thai, German, Irish, Italian, Israeli and Dutch, authorities said. Watch a survivor recall the fiery horror » . One man who arrived in Phuket on Tuesday from Paris described a frustrating process of trying to communicate with Thai officials in his effort to locate the remains of his brother. For some families, DNA testing may be the only way to positively identify their relatives. Meanwhile, Buddhist, Christian and Muslim leaders gathered outside Phuket's airport on Tuesday to remember those killed. The investigation into what caused the crash continues, but the strong winds and rain are a suspected factor. U.S. officials are aiding in the investigation because the aircraft -- a Boeing MD-82 -- was manufactured in the United States. One air traffic controller at Phuket airport said pilots were warned of possible wind shear, which is dramatic changes in wind speed and direction. Airport officials said that the wind at the time of the crash was 17 kilometers an hour (11 miles an hour) with stronger gusts, but no planes were delayed or diverted because of the weather conditions. The decision to land was the pilot's alone, according to Phuket's airport manager. ""Air traffic control would give weather information to pilot and warning information but the final decision is dependent on the pilot,"" Pornchai Eua-Aree said. One-Two-Go officials would not speculate on what may have happened, saying they will wait for the findings of the investigation. But they did say their aircraft were regularly checked and maintained, and denied some media reports that questioned whether the discount airline employed more inexperienced pilots for lower salaries. One-Two-Go is one of about 40 low-cost airlines operating in Asia, and the industry will be watching closely for the results of the investigation into the crash. E-mail to a friend . CNN's Andrew Stevens contributed to this report .","Relatives of the 89 people killed in Thai air crash are still arriving in Phuket .
About 36 of the bodies have yet to be identified, according to Thai authorities .
U.S. Embassy in Bangkok confirms that five Americans were among the dead .
The investigation into what caused Sunday's crash is still continuing .",ee0ba7928d8987f2cb21c9a2012a76730f77de45
"BOGOTA, Colombia (CNN) -- A key rebel commander and fugitive from a U.S. drug trafficking indictment was killed over the weekend in an air attack on a guerrilla encampment, the Colombian military said Monday. Alleged cocaine trafficker and FARC rebel Tomas Medina Caracas in an Interpol photo. Tomas Medina Caracas, known popularly as ""El Negro Acacio,"" was a member of the high command of the Fuerzas Armadas Revolucionarias de Colombia and, according to Colombian and U.S. officials, helped manage the group's extensive cocaine trafficking network. He had been in the cross-hairs of the U.S. Justice Department since 2002. He was charged with conspiracy to import cocaine into the United States and manufacturing and distributing cocaine within Colombia to fund the FARC's 42-year insurgency against the government. U.S. officials alleged Medina Caracas managed the rebel group's sales of cocaine to international drug traffickers, who in turn smuggled it into the United States. He was also indicted in the United States along with two other FARC commanders in November 2002 on charges of conspiring to kidnap two U.S. oil workers from neighboring Venezuela in 1997 and holding one of them for nine months until a $1 million ransom was paid. Officials said the army's Rapid Response Force, backed by elements of the Colombian Air Force, tracked Medina Caracas down at a FARC camp in the jungle in the south of the country. ""After a bombardment, the troops occupied the camp, and they've found 14 dead rebels so far, along with rifles, pistols, communications equipment and ... four GPS systems,"" Defense Minister Juan Manuel Santos said at a news conference. ""The death of 'El Negro Acacio' was confirmed by various sources, including members of FARC itself."" Medina Caracas commanded FARC's 16th Front in the southern departments of Vichada and Guainia. Established in 1964 as the military wing of the Colombian Communist Party, FARC is Colombia's oldest, largest, most capable and best-equipped Marxist rebel group, according to the U.S. Department of State. E-mail to a friend . Journalist Fernando Ramos contributed to this report.","Tomas Medina Caracas was a fugitive from a U.S. drug trafficking indictment .
""El Negro Acacio"" allegedly helped manage extensive cocaine network .
U.S. Justice Department indicted him in 2002 .
Colombian military: He was killed in an attack on a guerrilla encampment .",f0d73bdab711763e745cdc75850861c9018f235d
